Page Title,Column1,Column2,Column3,Column4,Column5,Column6,Column7
Medal winners Lillehammer 2016,"500 metres, Girls",Kim Min-Seon,KOR,Han Mei,CHN,Li Huawei,CHN
Medal winners Lillehammer 2016,"1,500 metres, Girls",Park Ji-Wu,KOR,Han Mei,CHN,Noemi Bonazza,ITA
Medal winners Lillehammer 2016,"Mass Start, Girls",Park Ji-Wu,KOR,Han Mei,CHN,Kim Min-Seon,KOR
Medal winners Lillehammer 2016,"Team Sprint, Mixed Youth",Team 6,MIX,Team 9,MIX,Team 10,MIX
Medal winners Buenos Aires 2018,3x3 Basketball,,,,,,
Medal winners Buenos Aires 2018,"3x3 Basketball, Boys",Argentina,ARG,Belgium,BEL,Slovenia,SLO
Medal winners Buenos Aires 2018,"Dunk Contest, Boys",Fausto Ruesga,ARG,Nikita Remizov,RUS,Niccolò Filoni,ITA
Medal winners Buenos Aires 2018,"3x3 Basketball, Girls",United States,USA,France,FRA,Australia,AUS
Medal winners Buenos Aires 2018,"Shoot-out Contest, Girls",Mathilde Peyregne,FRA,Kateřina Galíčková,CZE,Sofía Acevedo,ARG
Medal winners Buenos Aires 2018,Acrobatic Gymnastics,,,,,,
Medal winners Buenos Aires 2018,"Pairs, Mixed Youth",Bulgaria,BUL,Israel,ISR,Ukraine,UKR
Medal winners Buenos Aires 2018,Archery,,,,,,
Medal winners Buenos Aires 2018,"Individual, Boys",Trenton Cowles,USA,Akash Malik,IND,Senna Roos,BEL
Medal winners Buenos Aires 2018,"Individual, Girls",Zhang Mengyao,CHN,Elia Canales,ESP,Son Ye-Ryeong,KOR
Medal winners Buenos Aires 2018,"Team, Mixed Youth",Mixed team 1,MIX,Mixed team 2,MIX,Mixed team 3,MIX
Medal winners Buenos Aires 2018,Artistic Gymnastics,,,,,,
Medal winners Buenos Aires 2018,"Individual All-Around, Boys",Takeru Kitazono,JPN,Sergey Naydin,RUS,Diogo Soares,BRA
Medal winners Buenos Aires 2018,"Floor Exercise, Boys",Takeru Kitazono,JPN,Krisztián Balázs,HUN,Sergey Naydin,RUS
Medal winners Buenos Aires 2018,"Vault, Boys",Brandon Briones,USA,Nazar Chepurnyi,UKR,Jacob Gudim Karlsen,NOR
Medal winners Buenos Aires 2018,"Parallel Bars, Boys",Takeru Kitazono,JPN,Yin Dehang,CHN,Sergey Naydin,RUS
Medal winners Buenos Aires 2018,"Horizontal Bar, Boys",Takeru Kitazono,JPN,Diogo Soares,BRA,Krisztián Balázs,HUN
Medal winners Buenos Aires 2018,"Rings, Boys",Takeru Kitazono,JPN,Félix Dolci,CAN,Yin Dehang,CHN
Medal winners Buenos Aires 2018,"Pommelled Horse, Boys",Yin Dehang,CHN,Sergey Naydin,RUS,Reza Bohloulzadeh,IRI
Medal winners Buenos Aires 2018,"Individual All-Around, Girls",Giorgia Villa,ITA,Amelie Morgan,GBR,Anastasiya Bachynska,UKR
Medal winners Buenos Aires 2018,"Floor Exercise, Girls",Giorgia Villa,ITA,Amelie Morgan,GBR,Anastasiya Bachynska,UKR
Medal winners Buenos Aires 2018,"Vault, Girls",Giorgia Villa,ITA,Csenge Bácskay,HUN,Emma Spence,CAN
Medal winners Buenos Aires 2018,"Uneven Bars, Girls",Kseniya Klimenko,RUS,Giorgia Villa,ITA,Tang Xijing,CHN
Medal winners Buenos Aires 2018,"Balance Beam, Girls",Tang Xijing,CHN,Kseniya Klimenko,RUS,Amelie Morgan,GBR
Medal winners Buenos Aires 2018,Athletics,,,,,,
Medal winners Buenos Aires 2018,"100 metres, Boys",Luke Davids,RSA,Alaba Akintola,NGR,Seiryo Ikeda,JPN
Medal winners Buenos Aires 2018,"200 metres, Boys",Abdelaziz Mohamed,QAT,Antonio Watson,JAM,Lucas Vilar,BRA
Medal winners Buenos Aires 2018,"400 metres, Boys",Luis Avilés,MEX,Kennedy Luchembe,ZAM,Nicholas Ramey,USA
Medal winners Buenos Aires 2018,"800 metres, Boys",Tasew Yada,ETH,Mohamed Ali Gouaned,ALG,Mehmet Çelik,TUR
Medal winners Buenos Aires 2018,"1,500 metres, Boys",Jean Butoyi,BDI,Anass Essayi,MAR,Melese Nberet,ETH
Medal winners Buenos Aires 2018,"3,000 metres, Boys",Jackson Muema,KEN,Berihu Aregawi,ETH,Oscar Chelimo,UGA
Medal winners Buenos Aires 2018,"110 metres Hurdles, Boys",Owaab Barrow,QAT,Kenny Fletcher,FRA,Addis Wong,HKG
Medal winners Buenos Aires 2018,"400 metres Hurdles, Boys",Haruto Deguchi,JPN,Dániel Huller,HUN,Mohammed Duhaim Almuawi,KSA
Medal winners Buenos Aires 2018,"2,000 metres Steeplechase, Boys",Abrham Sime,ETH,Baptiste Guyon,FRA,Abel Yamane,ERI
Medal winners Buenos Aires 2018,"High Jump, Boys",Chen Long,CHN,Oscar Miers,AUS,Oleh Doroshchuk,UKR
Medal winners Buenos Aires 2018,"Pole Vault, Boys",Baptiste Thiery,FRA,Kazuki Furusawa,JPN,Dmitry Kachanov,RUS
Medal winners Buenos Aires 2018,"Long Jump, Boys",Lester Lescay,CUB,Joshua Cowley,AUS,Koki Wada,JPN
Medal winners Buenos Aires 2018,"Triple Jump, Boys",Jordan Díaz,CUB,Ineh Oritsemeyiwa,NGR,Praveen Chithravel,IND
Medal winners Buenos Aires 2018,"Shot Put, Boys",Nazareno Sasia,ARG,Xing Jialiang,CHN,Carmelo Musci,ITA
Medal winners Buenos Aires 2018,"Discus Throw, Boys",Connor Bell,NZL,Jorge Contreras,PUR,Gracjan Kozak,POL
Medal winners Buenos Aires 2018,"Hammer Throw, Boys",Mykhailo Kokhan,UKR,Valentin Andreev,BUL,Wang Qi,CHN
Medal winners Buenos Aires 2018,"Javelin Throw, Boys",Topias Laine,FIN,Gustavo Osorio,ARG,Martin Florián,CZE
Medal winners Buenos Aires 2018,"5,000 metres Race Walk, Boys",Óscar Patín,ECU,Suraj Panwar,IND,Jan Moreu,PUR
Medal winners Buenos Aires 2018,"100 metres, Girls",Rosemary Chukwuma,NGR,Julien Alfred,LCA,Gabriela Suárez,ECU
Medal winners Buenos Aires 2018,"200 metres, Girls",Guðbjörg Bjarnadóttir,ISL,Dalia Kaddari,ITA,Letícia Lima,BRA
Medal winners Buenos Aires 2018,"400 metres, Girls",Barbora Malíková,CZE,Marie Scheppan,GER,Niddy Mingilishi,ZAM
Medal winners Buenos Aires 2018,"800 metres, Girls",Keely Small,AUS,Athing Mu,USA,Hirut Meshesha,ETH
Medal winners Buenos Aires 2018,"1,500 metres, Girls",Edinah Jebitok,KEN,Jaylah Hancock-Cameron,AUS,Lemlem Hailu,ETH
Medal winners Buenos Aires 2018,"3,000 metres, Girls",Sarah Chelangat,UGA,Mercy Chepkorir Kirarei,KEN,Aberash Minsewo,ETH
Medal winners Buenos Aires 2018,"100 metres Hurdles, Girls",Grace Stark,USA,Sophie White,AUS,Ackera Nugent,JAM
Medal winners Buenos Aires 2018,"400 metres Hurdles, Girls",Valeria Cabezas,COL,Loubna Benhadja,ALG,Carla García,ESP
Medal winners Buenos Aires 2018,"2,000 metres Steeplechase, Girls",Fancy Cherono,KEN,Mekides Abebe,ETH,Parami Wasanthi Maristela,SRI
Medal winners Buenos Aires 2018,"High Jump, Girls",Yaroslava Mahuchikh,UKR,Mariya Kochanova,RUS,Jessica Kähärä,FIN
Medal winners Buenos Aires 2018,"Pole Vault, Girls",Leni Freyja Wildgrube,GER,Emma Brentel,FRA,Krystsina Kantsavenka,BLR
Medal winners Buenos Aires 2018,"Long Jump, Girls",Maité Beernaert,BEL,Klaudia Endrész,HUN,Ingeborg Grünwald,AUT
Medal winners Buenos Aires 2018,"Triple Jump, Girls",Aleksandra Nacheva,BUL,María Vicente,ESP,Mariya Privalova,RUS
Medal winners Buenos Aires 2018,"Shot Put, Girls",Li Xinhui,CHN,Lizaveta Dorts,BLR,Dane Roets,RSA
Medal winners Buenos Aires 2018,"Discus Throw, Girls",Melany Matheus,CUB,Violetta Ignatyeva,RUS,Özlem Becerek,TUR
Medal winners Buenos Aires 2018,"Hammer Throw, Girls",Valeriya Ivanenko,UKR,Rawan Ayman Barakat,EGY,Alegna Osorio,CUB
Medal winners Buenos Aires 2018,"Javelin Throw, Girls",Elina Tzengko,GRE,Juleisy Ángulo,ECU,Münevver Hancı,TUR
Medal winners Buenos Aires 2018,"5,000 metres Walk, Girls",Xi Ricuo,CHN,Sofía Ramos,MEX,Olga Fiaska,GRE
Medal winners Buenos Aires 2018,Badminton,,,,,,
Medal winners Buenos Aires 2018,"Singles, Boys",Li Shifeng,CHN,Lakshya Sen,IND,Kodai Naraoka,JPN
Medal winners Buenos Aires 2018,"Singles, Girls",Goh Jin Wei,MAS,Wang Zhiyi,CHN,Phittayaporn Chaiwan,THA
Medal winners Buenos Aires 2018,"Relay, Mixed Youth",Alpha,MIX,Omega,MIX,Theta,MIX
Medal winners Buenos Aires 2018,Beach Handball,,,,,,
Medal winners Buenos Aires 2018,"Beach Handball, Boys",Spain,ESP,Portugal,POR,Argentina,ARG
Medal winners Buenos Aires 2018,"Beach Handball, Girls",Argentina,ARG,Croatia,CRO,Hungary,HUN
Medal winners Buenos Aires 2018,Beach Volleyball,,,,,,
Medal winners Buenos Aires 2018,"Beach Volleyball, Boys",Sweden,SWE,Netherlands,NED,Argentina,ARG
Medal winners Buenos Aires 2018,"Beach Volleyball, Girls",Russian Federation,RUS,Italy,ITA,Norway,NOR
Medal winners Buenos Aires 2018,Boxing,,,,,,
Medal winners Buenos Aires 2018,"Flyweight, Boys",Ivan Price,GBR,Sarawut Sukthet,THA,Luiz Oliveira,BRA
Medal winners Buenos Aires 2018,"Bantamweight, Boys",Abdumalik Khalokov,UZB,Maksym Halinichev,UKR,Mirco Cuello,ARG
Medal winners Buenos Aires 2018,"Lightweight, Boys",Atichai Phoemsap,THA,Taras Bondarchuk,UKR,Nurlan Safarov,AZE
Medal winners Buenos Aires 2018,"Light-Welterweight, Boys",Ilya Popov,RUS,Talgat Shaiken,KAZ,Hassan Azim,GBR
Medal winners Buenos Aires 2018,"Welterweight, Boys",Brian Arregui,ARG,Yassine Elouarz,MAR,Dzhakhongir Rakhmonov,UZB
Medal winners Buenos Aires 2018,"Middleweight, Boys",Keno Marley,BRA,Farid Douibi,ALG,Weerapon Jongjoho,THA
Medal winners Buenos Aires 2018,"Light-Heavyweight, Boys",Karol Itauma,GBR,Ruslan Kolesnikov,RUS,Timur Merjanov,UZB
Medal winners Buenos Aires 2018,"Heavyweight, Boys",Aibek Oralbay,KAZ,Mohamed Amine Hacid,ALG,Alvin Canales,PUR
Medal winners Buenos Aires 2018,"Super-Heavyweight, Boys",Aleksey Dronov,RUS,Damir Toibay,KAZ,Ahmed Elsawy Awad Elbaz,EGY
Medal winners Buenos Aires 2018,"Flyweight, Girls",Martina La Piana,ITA,Adijat Gbadamosi,NGR,Heaven Garcia,USA
Medal winners Buenos Aires 2018,"Featherweight, Girls",Panpatchara Somnuek,THA,Jennifer Carrillo,MEX,Dearbhla Rooney,IRL
Medal winners Buenos Aires 2018,"Lightweight, Girls",Caroline Dubois,GBR,Porntip Buapa,THA,Oriana Saputo,ARG
Medal winners Buenos Aires 2018,"Middleweight, Girls",Anastasiya Shamonova,RUS,Tallya Brillaux,FRA,Nadezhda Ryabets,KAZ
Medal winners Buenos Aires 2018,Breaking,,,,,,
Medal winners Buenos Aires 2018,"Individual, Boys",Bumblebee,RUS,Martin,FRA,Shigekix,JPN
Medal winners Buenos Aires 2018,"Individual, Girls",Ram,JPN,Emma,CAN,Yell,KOR
Medal winners Buenos Aires 2018,"Team, Mixed Youth",Mixed team 1,MIX,Mixed team 2,MIX,Mixed team 3,MIX
Medal winners Buenos Aires 2018,Canoe Sprint,,,,,,
Medal winners Buenos Aires 2018,"Kayak Singles, Head to Head, Boys",Ádám Kiss,HUN,Jules Vangeel,BEL,Valentín Rossi,ARG
Medal winners Buenos Aires 2018,"Kayak Singles, Obstacle Slalom, Boys",Lan Tominc,SLO,Guan Changheng,CHN,Tom Bouchardon,FRA
Medal winners Buenos Aires 2018,"Canoe Singles, Head to Head, Boys",Dias Bakhraddin,KAZ,Islomjon Abdusalomov,UZB,Jiří Minařík,CZE
Medal winners Buenos Aires 2018,"Canoe Singles, Obstacle Slalom, Boys",Terence Saramandif,MRI,Finn Anderson,NZL,Yoel Becerra,ESP
Medal winners Buenos Aires 2018,"Kayak Singles, Head to Head, Girls",Eszter Rendessy,HUN,Katarína Pecsuková,SVK,Stella Sukhanova,KAZ
Medal winners Buenos Aires 2018,"Kayak Singles, Obstacle Slalom, Girls",Emanuela Luknárová,SVK,Doriane Delassus,FRA,Lai Tzu-Hsuan,TPE
Medal winners Buenos Aires 2018,"Canoe Singles, Head to Head, Girls",Gulbakhor Fayzieva,UZB,Laura Gonczol,HUN,Stephanie Rodríguez,MEX
Medal winners Buenos Aires 2018,"Canoe Singles, Obstacle Slalom, Girls",Doriane Delassus,FRA,Zola Lewandowski,GER,Emanuela Luknárová,SVK
Medal winners Buenos Aires 2018,Cycling BMX Freestyle,,,,,,
Medal winners Buenos Aires 2018,"Team, Mixed Youth",ArgentinaGermany,ARGGER,—,—,Japan,JPN
Medal winners Buenos Aires 2018,Cycling BMX Racing,,,,,,
Medal winners Buenos Aires 2018,"Team, Mixed Youth",Russian Federation,RUS,Switzerland,SUI,Colombia,COL
Medal winners Buenos Aires 2018,Cycling Road,,,,,,
Medal winners Buenos Aires 2018,"Combined Team, Boys",Kazakhstan,KAZ,Luxembourg,LUX,Great Britain,GBR
Medal winners Buenos Aires 2018,"Combined Team, Girls",Denmark,DEN,Austria,AUT,Hungary,HUN
Medal winners Buenos Aires 2018,Diving,,,,,,
Medal winners Buenos Aires 2018,"Springboard, Boys",Daniel Restrepo,COL,Anthony Harding,GBR,Ruslan Ternovoy,RUS
Medal winners Buenos Aires 2018,"Platform, Boys",Randal Willars,MEX,Lian Junjie,CHN,Ruslan Ternovoy,RUS
Medal winners Buenos Aires 2018,"Springboard, Girls",Lin Shan,CHN,Ulyana Klyuyeva,RUS,Bridget O'Neil,USA
Medal winners Buenos Aires 2018,"Platform, Girls",Lin Shan,CHN,Sofiya Lyskun,UKR,Gabriela Agúndez,MEX
Medal winners Buenos Aires 2018,"Team, Mixed Youth",Mixed team 1,MIX,Mixed team 2,MIX,Mixed team 3,MIX
Medal winners Buenos Aires 2018,Equestrian Jumping,,,,,,
Medal winners Buenos Aires 2018,"Individual, Open Youth",Giacomo Casadei,ITA,Omar Al Marzooqi,UAE,Pedro Espinosa,HON
Medal winners Buenos Aires 2018,"Team, Open Youth",North America,MIX,Europe,MIX,Africa,MIX
Medal winners Buenos Aires 2018,Fencing,,,,,,
Medal winners Buenos Aires 2018,"Foil, Individual, Boys",Armand Spichiger,FRA,Kenji Bravo,USA,Jonas Winterberg-Poulsen,DEN
Medal winners Buenos Aires 2018,"Épée, Individual, Boys",Davide Di Veroli,ITA,Paul Veltrup,GER,Khasan Baudunov,KGZ
Medal winners Buenos Aires 2018,"Sabre, Individual, Boys",Krisztián Rabb,HUN,Hyeon Jun,KOR,Mazen El-Araby,EGY
Medal winners Buenos Aires 2018,"Foil, Individual, Girls",Yuka Ueno,JPN,Martina Favaretto,ITA,May Tieu,USA
Medal winners Buenos Aires 2018,"Épée, Individual, Girls",Kateryna Chornyi,UKR,Kaylin Hsieh,HKG,Veronika Bieleszová,CZE
Medal winners Buenos Aires 2018,"Sabre, Individual, Girls",Liza Pusztai,HUN,Natalia Botello,MEX,Lee Ju-Eun,KOR
Medal winners Buenos Aires 2018,"Mixed Weapon, Team, Mixed Youth",Europe 1,MIX,Asia-Oceania 1,MIX,Americas 1,MIX
Medal winners Buenos Aires 2018,Futsal,,,,,,
Medal winners Buenos Aires 2018,"Futsal, Boys",Brazil,BRA,Russian Federation,RUS,Egypt,EGY
Medal winners Buenos Aires 2018,"Futsal, Girls",Portugal,POR,Japan,JPN,Spain,ESP
Medal winners Buenos Aires 2018,Golf,,,,,,
Medal winners Buenos Aires 2018,"Individual, Boys",Karl Vilips,AUS,Akshay Bhatia,USA,Jerry Ji,NED
Medal winners Buenos Aires 2018,"Individual, Girls",Grace Kim,AUS,Alessia Nobilio,ITA,Emma Spitz,AUT
Medal winners Buenos Aires 2018,"Team, Mixed Youth",Thailand,THA,United States,USA,Argentina,ARG
Medal winners Buenos Aires 2018,Hockey 5s,,,,,,
Medal winners Buenos Aires 2018,"Hockey 5s, Boys",Malaysia,MAS,India,IND,Argentina,ARG
Medal winners Buenos Aires 2018,"Hockey 5s, Girls",Argentina,ARG,India,IND,People's Republic of China,CHN
Medal winners Buenos Aires 2018,Judo,,,,,,
Medal winners Buenos Aires 2018,"≤55 kilograms, Boys",Artsiom Kolasau,BLR,Ganbürged Temüüjin,MGL,Daniel LeutgebOleh Veredyba,AUTUKR
Medal winners Buenos Aires 2018,"≤66 kilograms, Boys",Vüqar Talibov,AZE,Abrek Naguchev,RUS,Antonio TornalJavier Peña,DOMESP
Medal winners Buenos Aires 2018,"≤81 kilograms, Boys",Adrian Sulca,ROU,Martin Bezděk,CZE,Keagan YoungMark van Dijk,CANNED
Medal winners Buenos Aires 2018,"≤100 kilograms, Boys",Bekarys Saduakas,KAZ,Ilia Sulamanidze,GEO,Zsombor VegÖmer Aydın,HUNTUR
Medal winners Buenos Aires 2018,"≤44 kilograms, Girls",María Giménez,VEN,Tababi Thangjam,IND,Ana Viktorija PuljizErza Muminoviq,CROKOS
Medal winners Buenos Aires 2018,"≤52 kilograms, Girls",Irena Khubulova,RUS,Lkhagvasürengiin Sosorbaram,MGL,Nahomys AcostaNilufar Ermaganbetova,CUBUZB
Medal winners Buenos Aires 2018,"≤63 kilograms, Girls",Szofi Özbas,HUN,Mariem Khlifi,TUN,Alessia CorraoKim Ju-Hui,BELKOR
Medal winners Buenos Aires 2018,"≤78 kilograms, Girls",Raffaela Igl,GER,Margarita Gritsenko,KAZ,Eduarda RosaMetka Lobnik,BRASLO
Medal winners Buenos Aires 2018,"Team, Mixed Youth",Beijing,MIX,Athens,MIX,Rio de JaneiroLondon,MIXMIX
Medal winners Buenos Aires 2018,Karate,,,,,,
Medal winners Buenos Aires 2018,"Kumite, ≤61 kilograms, Boys",Mohammed Al-Assiri,KSA,Masaki Yamaoka,JPN,Oussama EdariFahik Veseli,MARMKD
Medal winners Buenos Aires 2018,"Kumite, ≤68 kilograms, Boys",Quentin Mahauden,BEL,Yassine Sekouri,MAR,Rosario RuggieroAbilmansur Batyrgali,ITAKAZ
Medal winners Buenos Aires 2018,"Kumite, >68 kilograms, Boys",Navid Mohammadi,IRI,Nabil Ech-Chaabi,MAR,Sean CreanEnes Bulut,IRLTUR
Medal winners Buenos Aires 2018,"Kumite, ≤53 kilograms, Girls",Yasmin Nasr El-Gewily,EGY,Rinka Tahata,JPN,Fatemeh KhonakdartarsiDildora Alikulova,IRIUZB
Medal winners Buenos Aires 2018,"Kumite, ≤59 kilograms, Girls",Kokoro Sakaji,JPN,Anna Chernyshova,RUS,Mobina HeydariozomcheloeiIvana Perović,IRISRB
Medal winners Buenos Aires 2018,"Kumite, >59 kilograms, Girls",Annika Sælid,NOR,Sakura Sawashima,JPN,Lauren SalisburyNegin Altooni,GBRIRI
Medal winners Buenos Aires 2018,Mixed Sports,,,,,,
Medal winners Buenos Aires 2018,"Multidiscipline Gymnastics, Team, Mixed Youth",Team Simone Biles (Orange),MIX,Team Max Whitlock (Green),MIX,Team Oksana Chusovitina (Black),MIX
Medal winners Buenos Aires 2018,Modern Pentathlon,,,,,,
Medal winners Buenos Aires 2018,"Individual, Boys",Ahmed El-Gendy,EGY,Yegor Gromadsky,RUS,Ugo Fleurot,FRA
Medal winners Buenos Aires 2018,"Individual, Girls",Salma Abdelmaksoud,EGY,Emma Riff,FRA,Michelle Gulyás,HUN
Medal winners Buenos Aires 2018,"Relay, Mixed Youth",Team 1,MIX,Team 3,MIX,Team 4,MIX
Medal winners Buenos Aires 2018,Rhythmic Gymnastics,,,,,,
Medal winners Buenos Aires 2018,"Individual, Girls",Darya Trubnikova,RUS,Khrystyna Pohranychna,UKR,Talisa Torretti,ITA
Medal winners Buenos Aires 2018,Roller Skating,,,,,,
Medal winners Buenos Aires 2018,"Combined, Boys",Jhony Andrés Ángulo,COL,Vincenzo Maiorca,ITA,Merijn Scheperkamp,NED
Medal winners Buenos Aires 2018,"Combined, Girls",Gabriela Rueda,COL,Honorine Barrault,FRA,Giorgia Valanzano,ITA
Medal winners Buenos Aires 2018,Rowing,,,,,,
Medal winners Buenos Aires 2018,"Single Sculls, Boys",Ivan Tyshchenko,UKR,Ivan Brynza,BLR,Cormac Kennedy-Leverett,AUS
Medal winners Buenos Aires 2018,"Coxless Pairs, Boys",Italy,ITA,Romania,ROU,Argentina,ARG
Medal winners Buenos Aires 2018,"Single Sculls, Girls",María Sol Ordás,ARG,Elin Lindroth,SWE,Greta Jaanson,EST
Medal winners Buenos Aires 2018,"Coxless Pairs, Girls",Greece,GRE,Czech Republic,CZE,Romania,ROU
Medal winners Buenos Aires 2018,Rugby Sevens,,,,,,
Medal winners Buenos Aires 2018,"Rugby Sevens, Boys",Argentina,ARG,France,FRA,Japan,JPN
Medal winners Buenos Aires 2018,"Rugby Sevens, Girls",New Zealand,NZL,France,FRA,Canada,CAN
Medal winners Buenos Aires 2018,Sailing,,,,,,
Medal winners Buenos Aires 2018,"Windsurfer, Boys",Alexandros Kalpogiannakis,GRE,Nicolò Renna,ITA,Finn Hawkins,GBR
Medal winners Buenos Aires 2018,"Kiteboarding, Boys",Deury Corniel,DOM,Christian TioToni Vodišek,PHISLO,—,—
Medal winners Buenos Aires 2018,"Windsurfer, Girls",Giorgia Speciale,ITA,Manon Pianazza,FRA,Yana Reznikova,RUS
Medal winners Buenos Aires 2018,"Kiteboarding, Girls",Sofia Tomasoni,ITA,Nina FontPoema Newland,ESPFRA,—,—
Medal winners Buenos Aires 2018,"Multihull, Mixed Youth",Argentina,ARG,France,FRA,Netherlands,NED
Medal winners Buenos Aires 2018,Shooting,,,,,,
Medal winners Buenos Aires 2018,"Air Pistol, 10 metres, Boys",Saurabh Chaudhary,IND,Seong Yun-Ho,KOR,Jason Solari,SUI
Medal winners Buenos Aires 2018,"Air Rifle, 10 metres, Boys",Grigory Shamakov,RUS,Shahu Mane,IND,Aleksa Mitrović,SRB
Medal winners Buenos Aires 2018,"Air Pistol, 10 metres, Girls",Manu Bhaker,IND,Yana Yenina,RUS,Nino Khutsiberidze,GEO
Medal winners Buenos Aires 2018,"Air Rifle, 10 metres, Girls",Stephanie Grundsøe,DEN,Mehuli Ghosh,IND,Marija Malić,SRB
Medal winners Buenos Aires 2018,"Air Pistol, 10 metres, Team, Mixed Youth",Mixed team 3,MIX,Mixed team 5,MIX,Mixed team 16,MIX
Medal winners Buenos Aires 2018,"Air Rifle, 10 metres, Team, Mixed Youth",Mixed team 1,MIX,Mixed team 6,MIX,Mixed team 4,MIX
Medal winners Buenos Aires 2018,Sport Climbing,,,,,,
Medal winners Buenos Aires 2018,"Combined, Boys",Keita Dohi,JPN,Shuta Tanaka,JPN,Sam Avezou,FRA
Medal winners Buenos Aires 2018,"Combined, Girls",Sandra Lettner,AUT,Vita Lukan,SLO,Laura Lammer,AUT
Medal winners Buenos Aires 2018,Swimming,,,,,,
Medal winners Buenos Aires 2018,"50 metres Freestyle, Boys",Thomas Ceccon,ITA,Daniil Markov,RUS,Abdelrahman Sameh,EGY
Medal winners Buenos Aires 2018,"100 metres Freestyle, Boys",Andrey Minakov,RUS,Jakub Kraska,POL,Robin Hanson,SWE
Medal winners Buenos Aires 2018,"200 metres Freestyle, Boys",Kristóf Milák,HUN,Robin Hanson,SWE,Denis Loktev,ISR
Medal winners Buenos Aires 2018,"400 metres Freestyle, Boys",Kristóf Milák,HUN,Marco De Tullio,ITA,Keisuke Yoshida,JPN
Medal winners Buenos Aires 2018,"800 metres Freestyle, Boys",Nguyễn Huy Hoàng,VIE,Keisuke Yoshida,JPN,Marco De Tullio,ITA
Medal winners Buenos Aires 2018,"4 × 100 metres Freestyle Relay, Boys",Russian Federation,RUS,Brazil,BRA,Italy,ITA
Medal winners Buenos Aires 2018,"50 metres Backstroke, Boys",Kliment Kolesnikov,RUS,Thomas Ceccon,ITA,Tomoe Hvas,NOR
Medal winners Buenos Aires 2018,"100 metres Backstroke, Boys",Kliment Kolesnikov,RUS,Daniel Martin,ROU,Thomas Ceccon,ITA
Medal winners Buenos Aires 2018,"200 metres Backstroke, Boys",Kliment Kolesnikov,RUS,Daniel Martin,ROU,Manuel Martos,ESP
Medal winners Buenos Aires 2018,"50 metres Breaststroke, Boys",Michael Houlie,RSA,Sun Jiajun,CHN,Alexander Milanovich,CAN
Medal winners Buenos Aires 2018,"100 metres Breaststroke, Boys",Sun Jiajun,CHN,Denis Petrashov,KGZ,Taku Taniguchi,JPN
Medal winners Buenos Aires 2018,"200 metres Breaststroke, Boys",Yu Hanaguruma,JPN,Savvas Thomoglou,GRE,Jan Kałusowski,POL
Medal winners Buenos Aires 2018,"50 metres Butterfly, Boys",Andrey Minakov,RUS,Tomoe HvasDaniil Markov,NORRUS,—,—
Medal winners Buenos Aires 2018,"100 metres Butterfly, Boys",Andrey Minakov,RUS,Kristóf Milák,HUN,Federico Burdisso,ITA
Medal winners Buenos Aires 2018,"200 metres Butterfly, Boys",Kristóf Milák,HUN,Denys Kesil,UKR,Federico Burdisso,ITA
Medal winners Buenos Aires 2018,"200 metres Individual Medley, Boys",Tomoe Hvas,NOR,Thomas Ceccon,ITA,Finlay Knox,CAN
Medal winners Buenos Aires 2018,"4 × 100 metres Medley Relay, Boys",Russian Federation,RUS,People's Republic of China,CHN,Poland,POL
Medal winners Buenos Aires 2018,"50 metres Freestyle, Girls",Barbora Seemanová,CZE,Mayuka Yamamoto,JPN,Yang JunxuanNeža Klančar,CHNSLO
Medal winners Buenos Aires 2018,"100 metres Freestyle, Girls",Barbora Seemanová,CZE,Yang Junxuan,CHN,Neža Klančar,SLO
Medal winners Buenos Aires 2018,"200 metres Freestyle, Girls",Ajna Késely,HUN,Yang Junxuan,CHN,Barbora Seemanová,CZE
Medal winners Buenos Aires 2018,"400 metres Freestyle, Girls",Ajna Késely,HUN,Delfina Pignatiello,ARG,Marlene Kahler,AUT
Medal winners Buenos Aires 2018,"800 metres Freestyle, Girls",Ajna Késely,HUN,Delfina Pignatiello,ARG,Marlene Kahler,AUT
